mode,severity,corruption,seed,acc,ece
tent,5,motion_blur,1,85.34,9.549868522435426
tent_temp,5,motion_blur,1,84.69,5.74363792359829
sicl,5,motion_blur,1,85.7,5.998436999171973
cgt_isocal,5,motion_blur,1,85.159996,7.4157943546772005
sicl_isocal,5,motion_blur,1,84.49,2.973726146668196
eata,5,motion_blur,1,83.98,9.582764290124176
sar,5,motion_blur,1,82.990005,9.3396570135653
source,5,motion_blur,2,55.04,30.294295681566002
tent,5,motion_blur,2,84.71,9.945515854507684
tent_temp,5,motion_blur,2,85.2,5.35588825404644
sicl,5,motion_blur,2,84.81,6.432501119226217
cgt_isocal,5,motion_blur,2,85.13,7.421659564971924
sicl_isocal,5,motion_blur,2,84.69,3.365722854882479
eata,5,motion_blur,2,84.17,9.445483182072639
sar,5,motion_blur,2,83.090004,9.144504336714744
source,5,zoom_blur,0,50.97,34.25348200768232
tent,5,zoom_blur,0,86.47,8.557311150431632
tent_temp,5,zoom_blur,0,86.24,4.561039389371873
sicl,5,zoom_blur,0,86.69,5.449063174128533
cgt_isocal,5,zoom_blur,0,86.57,6.999050185978414
sicl_isocal,5,zoom_blur,0,86.729996,4.006517067849637
eata,5,zoom_blur,0,85.03,8.916693219989538
sar,5,zoom_blur,0,84.18,8.574123467206954
source,5,zoom_blur,1,50.97,34.25348129302264
tent,5,zoom_blur,1,86.31,8.666186739504338
tent_temp,5,zoom_blur,1,86.17,4.71825955376029
sicl,5,zoom_blur,1,86.63,5.5701568904519085
cgt_isocal,5,zoom_blur,1,86.409996,7.096557393074036
sicl_isocal,5,zoom_blur,1,86.13,4.116557238996029
eata,5,zoom_blur,1,85.29,8.8113705393672
sar,5,zoom_blur,1,84.24,8.55168403118849
source,5,zoom_blur,2,50.97,34.25348157912493
tent,5,zoom_blur,2,86.81,8.228252937048675
tent_temp,5,zoom_blur,2,86.09,4.9297442054748535
sicl,5,zoom_blur,2,85.299995,5.87093600332737
cgt_isocal,5,zoom_blur,2,86.49,7.144861573576926
sicl_isocal,5,zoom_blur,2,86.619995,3.223142060786486
eata,5,zoom_blur,2,85.1,8.834604870975019
sar,5,zoom_blur,2,84.16,8.608708022087812
source,5,snow,0,70.04,18.05622228771448
tent,5,snow,0,80.659996,13.20902521327138
tent_temp,5,snow,0,81.18,8.051766998171807
sicl,5,snow,0,80.75,7.6953132285177706
cgt_isocal,5,snow,0,80.21,10.376622963547707
sicl_isocal,5,snow,0,80.47,4.909315237626434
eata,5,snow,0,78.78,13.47050390869379
sar,5,snow,0,77.020004,13.622839683741333
source,5,snow,1,70.04,18.056218210458756
tent,5,snow,1,81.5,12.114237046092748
tent_temp,5,snow,1,81.36,7.727958471477033
sicl,5,snow,1,80.95,7.233438700139522
cgt_isocal,5,snow,1,80.19,10.292215945720674
sicl_isocal,5,snow,1,80.89,4.936108596622944
eata,5,snow,1,78.59,13.740093938708306
sar,5,snow,1,77.060005,13.436514201760291
source,5,snow,2,70.04,18.056221893429754
tent,5,snow,2,81.2,12.503940216302873
tent_temp,5,snow,2,80.45,8.40987132936716
sicl,5,snow,2,81.85,7.129219576716422
cgt_isocal,5,snow,2,80.25,10.538524459004403
sicl_isocal,5,snow,2,81.37,4.950872924029827
eata,5,snow,2,78.32,13.753347919136285
sar,5,snow,2,77.270004,13.256855746656656
source,5,frost,0,53.51,30.407204410880805
tent,5,frost,0,79.979996,13.517948826402426
tent_temp,5,frost,0,78.96999,9.546220842897894
sicl,5,frost,0,79.439995,6.828907364159822
cgt_isocal,5,frost,0,79.89,10.309777551293372
sicl_isocal,5,frost,0,79.479996,4.921667178124189
eata,5,frost,0,77.21,14.719064859747888
sar,5,frost,0,76.25,13.764121079295876
source,5,frost,1,53.51,30.407200579494237
tent,5,frost,1,79.49,14.090434352755546
tent_temp,5,frost,1,79.56,8.9122058147192
sicl,5,frost,1,78.58,7.1467195834219455
cgt_isocal,5,frost,1,78.369995,11.25266899704933
sicl_isocal,5,frost,1,79.42,4.97762612119317
eata,5,frost,1,77.65,14.516729942262174
sar,5,frost,1,76.05,13.911131046712399
source,5,frost,2,53.51,30.407205004543066
tent,5,frost,2,79.659996,13.970599982738497
tent_temp,5,frost,2,79.89,8.843828060179948
sicl,5,frost,2,79.159996,6.65281333938241
cgt_isocal,5,frost,2,79.04,11.264832049012185
sicl_isocal,5,frost,2,79.07,4.70672016426921
eata,5,frost,2,78.01,14.138793085664508
sar,5,frost,2,76.43,13.749947041571142
source,5,fog,0,60.06,26.43115348830819
tent,5,fog,0,83.350006,11.006432460695507
tent_temp,5,fog,0,83.060005,7.186455804109573
sicl,5,fog,0,83.47,6.151560630053282
cgt_isocal,5,fog,0,83.15,8.99321089297533
sicl_isocal,5,fog,0,84.29,3.8610317048430445
eata,5,fog,0,81.92,11.269476319104434
sar,5,fog,0,81.32,10.452005478590728
source,5,fog,1,60.06,26.43115451619029
tent,5,fog,1,83.020004,11.25771946966648
tent_temp,5,fog,1,83.19,7.110896328389643
sicl,5,fog,1,83.340004,6.635001626610755
cgt_isocal,5,fog,1,83.05,9.243262422084808
sicl_isocal,5,fog,1,84.03,4.103277812600135
eata,5,fog,1,81.89,11.458405601233244
sar,5,fog,1,81.27,10.566283772587775
source,5,fog,2,60.06,26.43115418151021
tent,5,fog,2,83.26,11.20173673734069
tent_temp,5,fog,2,82.78,7.383513066917658
sicl,5,fog,2,84.0,5.777970509231091
cgt_isocal,5,fog,2,83.75,9.105022943019867
sicl_isocal,5,fog,2,84.01,3.457538633048535
eata,5,fog,2,82.03,11.232342092692853
sar,5,fog,2,81.23,10.659409782886506
source,5,brightness,0,88.32,6.501440917849541
tent,5,brightness,0,89.770004,6.413406315743924
tent_temp,5,brightness,0,89.490005,3.5138482336699965
sicl,5,brightness,0,89.72,3.904532686322928
cgt_isocal,5,brightness,0,89.78001,6.188766489326955
sicl_isocal,5,brightness,0,89.93,2.8642073798179633
eata,5,brightness,0,88.96,6.401862580329181
sar,5,brightness,0,88.48,5.9819588436186315
source,5,brightness,1,88.32,6.50144065707922
tent,5,brightness,1,89.850006,6.379768093079327
tent_temp,5,brightness,1,89.75,3.0127112433314327
sicl,5,brightness,1,89.87,4.416406303793191
cgt_isocal,5,brightness,1,89.9,5.712008056342602
sicl_isocal,5,brightness,1,89.76,2.3192929327487946
eata,5,brightness,1,89.23,6.220410300940276
sar,5,brightness,1,88.43,5.879714780747889
source,5,brightness,2,88.32,6.501430722773074
tent,5,brightness,2,89.8,6.44410768866539
tent_temp,5,brightness,2,89.0,3.9109108969569206
sicl,5,brightness,2,89.53,3.9262497055530554
cgt_isocal,5,brightness,2,90.07,5.790848583281041
sicl_isocal,5,brightness,2,90.11,2.41211588293314
eata,5,brightness,2,89.15,6.252307901382446
sar,5,brightness,2,88.15,6.137142501324415
source,5,contrast,0,18.279999,62.72361288934947
tent,5,contrast,0,85.399994,10.535989761948587
tent_temp,5,contrast,0,83.270004,9.04175176024437
sicl,5,contrast,0,85.13,7.722498419582843
cgt_isocal,5,contrast,0,85.2,10.034105558991433
sicl_isocal,5,contrast,0,83.8,4.972997643947601
eata,5,contrast,0,83.770004,10.829342864751816
sar,5,contrast,0,83.72,8.283934483379126
source,5,contrast,1,18.279999,62.72361327201128
tent,5,contrast,1,84.51,11.31978677481413
tent_temp,5,contrast,1,85.82,6.337130570262671
sicl,5,contrast,1,85.81,6.421406430602072
cgt_isocal,5,contrast,1,84.97,10.2753566467762
sicl_isocal,5,contrast,1,84.619995,4.712669827938081
eata,5,contrast,1,83.87,10.6724494831264
sar,5,contrast,1,83.69,8.201731123626232
source,5,contrast,2,18.279999,62.72361083179712
tent,5,contrast,2,84.25,11.221330767571928
tent_temp,5,contrast,2,83.22,9.165314273238181
sicl,5,contrast,2,84.619995,7.576719874739648
cgt_isocal,5,contrast,2,85.24,10.129422332942486
sicl_isocal,5,contrast,2,85.03,4.156933453381062
eata,5,contrast,2,83.86,11.026471961140633
sar,5,contrast,2,83.75,8.292318402677774
source,5,elastic_transform,0,69.950005,17.301593986451625
tent,5,elastic_transform,0,75.24,16.81405353650451
tent_temp,5,elastic_transform,0,75.520004,11.183197467625142
sicl,5,elastic_transform,0,75.86,8.220312072187664
cgt_isocal,5,elastic_transform,0,74.99,12.55192105203867
sicl_isocal,5,elastic_transform,0,75.48,5.343806755840778
eata,5,elastic_transform,0,73.86,17.22460193738341
sar,5,elastic_transform,0,73.35,16.065871448069814
source,5,elastic_transform,1,69.950005,17.301594398319722
tent,5,elastic_transform,1,75.590004,16.431020247787238
tent_temp,5,elastic_transform,1,75.69,11.017432641237972
sicl,5,elastic_transform,1,75.3,8.395625349879264
cgt_isocal,5,elastic_transform,1,75.69,10.951347324848177
sicl_isocal,5,elastic_transform,1,75.13,5.291884287297726
eata,5,elastic_transform,1,73.74,17.260257247090337
sar,5,elastic_transform,1,73.17,16.339101350605485
source,5,elastic_transform,2,69.950005,17.301594033539295
tent,5,elastic_transform,2,75.16,16.807033982276913
tent_temp,5,elastic_transform,2,75.31,11.20910077661276
sicl,5,elastic_transform,2,75.61,8.182813211232425
cgt_isocal,5,elastic_transform,2,75.79,11.654333302676678
sicl_isocal,5,elastic_transform,2,75.45,5.2541099761798975
eata,5,elastic_transform,2,73.799995,17.218904655575752
sar,5,elastic_transform,2,73.049995,16.370322495549917
source,5,pixelate,0,42.37,41.334976963698864
tent,5,pixelate,0,80.49,12.91312028720975
tent_temp,5,pixelate,0,80.13,8.431408829838038
sicl,5,pixelate,0,80.45,6.627344963550569
cgt_isocal,5,pixelate,0,80.0,9.278003799319269
sicl_isocal,5,pixelate,0,80.07,4.715141284614802
eata,5,pixelate,0,76.79,14.924587610960005
sar,5,pixelate,0,75.71,14.164290152937175
source,5,pixelate,1,42.37,41.33497676819563
tent,5,pixelate,1,79.84,13.335940155535935
tent_temp,5,pixelate,1,79.4,8.875230697989464
sicl,5,pixelate,1,80.34,7.29452985867858
cgt_isocal,5,pixelate,1,79.99,9.423823131322862
sicl_isocal,5,pixelate,1,79.509995,4.5339359839260585
eata,5,pixelate,1,77.490005,14.308950366973876
sar,5,pixelate,1,75.28,14.380518643558027
source,5,pixelate,2,42.37,41.33497696578503
tent,5,pixelate,2,79.869995,13.46527439147234
tent_temp,5,pixelate,2,79.67,8.68976067394018
sicl,5,pixelate,2,79.84,6.9882798244059074
cgt_isocal,5,pixelate,2,80.06,9.292030087709428
sicl_isocal,5,pixelate,2,80.6,4.962544772326946
eata,5,pixelate,2,77.200005,14.670159725099802
sar,5,pixelate,2,75.46,14.237585910260675
source,5,jpeg_compression,0,71.01,16.732092985212805
tent,5,jpeg_compression,0,76.630005,15.77470339909196
tent_temp,5,jpeg_compression,0,75.770004,10.859297314882278
sicl,5,jpeg_compression,0,76.14,8.132344835847617
cgt_isocal,5,jpeg_compression,0,76.1,10.942155260145665
sicl_isocal,5,jpeg_compression,0,75.97,5.686010970920324
eata,5,jpeg_compression,0,72.909996,17.673836641460657
sar,5,jpeg_compression,0,71.380005,17.098306191563605
source,5,jpeg_compression,1,71.01,16.732093248069287
tent,5,jpeg_compression,1,75.83,16.312382307052612
tent_temp,5,jpeg_compression,1,75.62,10.867252244353296
sicl,5,jpeg_compression,1,75.58,7.50859236240387
cgt_isocal,5,jpeg_compression,1,75.97,10.364850378632545
sicl_isocal,5,jpeg_compression,1,76.0,5.891801269687712
eata,5,jpeg_compression,1,72.689995,17.70790749758482
sar,5,jpeg_compression,1,70.770004,17.716048473268746
source,5,jpeg_compression,2,71.01,16.732092978060248
tent,5,jpeg_compression,2,75.23,16.70228669703007
tent_temp,5,jpeg_compression,2,75.81,10.821958767771722
sicl,5,jpeg_compression,2,75.4,7.931719279140234
cgt_isocal,5,jpeg_compression,2,76.44,10.35502287387848
sicl_isocal,5,jpeg_compression,2,75.45,5.430821485668421
eata,5,jpeg_compression,2,72.299995,18.074576925933364
sar,5,jpeg_compression,2,71.19,17.217531260848045
